size  rank  host  max_eigen_value
240 125 cn67 15.04076 
240 134 cn67 12.36295 
240 132 cn67 12.96091 
240 124 cn67 15.83895 
240 126 cn67 14.50739 
240 141 cn67 13.2778 
240 137 cn67 13.99375 
240 121 cn67 13.96922 
240 129 cn67 14.37035 
240 138 cn67 13.23783 
240 120 cn67 13.7064 
240 133 cn67 15.25995 
240 136 cn67 13.3868 
240 130 cn67 12.83097 
240 143 cn67 13.97183 
240 128 cn67 13.01888 
240 131 cn67 13.9753 
240 139 cn67 14.26972 
240 142 cn67 14.17562 
240 127 cn67 16.12896 
240 123 cn67 15.8271 
240 140 cn67 14.71139 
240 76 cn65 16.68726 
240 75 cn65 15.35803 
240 72 cn65 13.70386 
240 80 cn65 14.51465 
240 88 cn65 15.15331 
240 73 cn65 14.03303 
240 78 cn65 15.60038 
240 93 cn65 15.78396 
240 92 cn65 13.73921 
240 84 cn65 13.47338 
240 86 cn65 14.84139 
240 91 cn65 14.88654 
240 83 cn65 13.61119 
240 81 cn65 15.25159 
240 90 cn65 13.98176 
240 87 cn65 13.43604 
240 79 cn65 13.84607 
